ACT_NO_SELF;No podemos negociar con nosotros mismos.;;;;;;;;;x
ACT_WARDESC;Declarar la guerra, va a permitir a nuestras tropas para atacar a los suyos y nos permiten entrar en su país. La guerra continuará hasta que cualquiera de las partes se rinde.;;;;;;;;;x
ACW_DESC;La guerra Civil hace estragos en América del Norte como la Conferate Estados intento de separarse de la Unión. El resultado es incierto, pero ya esta promete ser un nuevo tipo de guerra que ambos lados tienen acceso a los ferrocarriles, telégrafos, y la repetición de los rifles. Mientras tanto, en Europa, Gran Bretaña, está experimentando con la primera hierro casco movidos a vapor buque de guerra, una combinación que promete revolucionar la guerra en el mar. Amplio mundo de la revolución industrial está ganando velocidad a medida que más y más naciones comienzan a industrializando. Los tiempos están cambiando.;;;;;;;;;x
ACW_NAME;Una Casa Dividida;;;;;;;;;x
ADAPTING_HISTORY;La Adaptación De La Historia...;;;;;;;;;x
ADDTOSPHERETITLE;Añadir a la Esfera de Influencia;;;;;;;;;x
ADDTOSPHERE_BUTTON;Añadir a la Esfera;;;;;;;;;x
ADDTOSPHERE_DESC;Agrega este país a nuestra Esfera de Influencia.;;;;;;;;;x
ADDTOSPHERE_DI;Añadir a la Esfera;;;;;;;;;x
ADDTOSPHERE_OTHER_ACCEPT_1;§Y$RECIPIENT$§W;;;;;;;;;x
ADDTOSPHERE_OTHER_ACCEPT_2;$MONARCHTITLE$, hemos escuchado la noticia de que;;;;;;;;;x
ADDTOSPHERE_OTHER_ACCEPT_3;§Y$RECIPIENT$§Wha sido incluido en el ;;;;;;;;;x
ADDTOSPHERE_OTHER_ACCEPT_4;Esfera de Influencia de§Y$ACTOR$§W.;;;;;;;;;x
ADDTOSPHERE_OTHER_ACCEPT_5;*;;;;;;;;;x
ADDTOSPHERE_OTHER_ACCEPT_6;*;;;;;;;;;x
ADDTOSPHERE_OTHER_ACCEPT_BTN1;OK;;;;;;;;;x
ADDTOSPHERE_OTHER_ACCEPT_BTN2;OK;;;;;;;;;x
ADDTOSPHERE_OTHER_ACCEPT_BTN3;Ir a;;;;;;;;;x
ADDTOSPHERE_OTHER_ACCEPT_HEADER;El Ministro de relaciones Exteriores de informes;;;;;;;;;x
ADDTOSPHERE_OTHER_ACCEPT_LOG;$ACTOR$ ha incluido $RECIPIENT$ en su Esfera de Influencia.;;;;;;;;;x
ADDTOSPHERE_OTHER_ACCEPT_SETUP;Cuando una nación se agrega a otra nación de la Esfera de Influencia de;;;;;;;;;x
ADDTOSPHERE_THEY_ACCEPT_1;§Y$RECIPIENT$§W;;;;;;;;;x
ADDTOSPHERE_THEY_ACCEPT_2;$MONARCHTITLE$, hemos incluido;;;;;;;;;x
ADDTOSPHERE_THEY_ACCEPT_3;§Y$RECIPIENT$§Wen nuestra Esfera de Influencia.;;;;;;;;;x
ADDTOSPHERE_THEY_ACCEPT_4;*;;;;;;;;;x
ADDTOSPHERE_THEY_ACCEPT_5;*;;;;;;;;;x
ADDTOSPHERE_THEY_ACCEPT_6;*;;;;;;;;;x
ADDTOSPHERE_THEY_ACCEPT_BTN1;OK;;;;;;;;;x
ADDTOSPHERE_THEY_ACCEPT_BTN2;OK;;;;;;;;;x
ADDTOSPHERE_THEY_ACCEPT_BTN3;Ir a;;;;;;;;;x
ADDTOSPHERE_THEY_ACCEPT_HEADER;El Ministro de relaciones Exteriores de informes;;;;;;;;;x
ADDTOSPHERE_THEY_ACCEPT_LOG;Hemos incluido $RECIPIENT$ en nuestra Esfera de Influencia.;;;;;;;;;x
ADDTOSPHERE_THEY_ACCEPT_MAP;Añadido a la Esfera;;;;;;;;;x
ADDTOSPHERE_THEY_ACCEPT_SETUP;Cuando añadimos una nación a nuestra Esfera de Influencia;;;;;;;;;x
ADDTOSPHERE_WE_ACCEPT_1;§Y$RECIPIENT$§W;;;;;;;;;x
ADDTOSPHERE_WE_ACCEPT_2;$MONARCHTITLE$, no se han incluido en;;;;;;;;;x
ADDTOSPHERE_WE_ACCEPT_3;la Esfera de Influencia de§Y$ACTOR$§W.;;;;;;;;;x
ADDTOSPHERE_WE_ACCEPT_4;*;;;;;;;;;x
ADDTOSPHERE_WE_ACCEPT_5;*;;;;;;;;;x
ADDTOSPHERE_WE_ACCEPT_6;*;;;;;;;;;x
ADDTOSPHERE_WE_ACCEPT_BTN1;OK;;;;;;;;;x
ADDTOSPHERE_WE_ACCEPT_BTN2;OK;;;;;;;;;x
ADDTOSPHERE_WE_ACCEPT_BTN3;Ir a;;;;;;;;;x
ADDTOSPHERE_WE_ACCEPT_HEADER;El Ministro de relaciones Exteriores de informes;;;;;;;;;x
ADDTOSPHERE_WE_ACCEPT_LOG;$ACTOR$ ha incluido en su Ámbito de Influencia.;;;;;;;;;x
ADDTOSPHERE_WE_ACCEPT_MAP;Añadido a la Esfera;;;;;;;;;x
ADDTOSPHERE_WE_ACCEPT_SETUP;Cuando estamos añadido a una nación de la Esfera de Influencia de;;;;;;;;;x
ADD_ACCEPTED_CULTURE;§Y$CULTURE$§Wañadido como cultura aceptada.\n;;;;;;;;;x
ADD_BUILDING;La ganancia de§Y$NAME$ __W§Y$WHERE$§W.\n;;;;;;;;;x
ADD_BUILDING_EFFECT;La ganancia de un§Y$BUILDING$§Wcon nivel§Y$VALUE$ __W§Y$PROVINCE$§W.\n;;;;;;;;;x
ADD_CRIME;La ganancia de§Y$NAME$§W.\n;;;;;;;;;x
ADD_CRUDE_OIL_EFFECT;Ganancia §G$VALUE$§Wpetróleo crudo§W.\n;;;;;;;;;x
ADD_DISSENT_EFFECT;Ganancia§R$VALUE$§Wen desacuerdo§W.\n;;;;;;;;;x
ADD_ENERGY_EFFECT;Ganancia §G$VALUE$§Wde energía§W.\n;;;;;;;;;x
ADD_METAL_EFFECT;Ganancia §G$VALUE$§Wmetal§W.\n;;;;;;;;;x
ADD_MONEY_EFFECT;Ganancia §G$VALUE$§W¤§W.\n;;;;;;;;;x
ADD_NEUTRALITY_EFFECT;§Y$COUNTRY$§Wganancias§R$VALUE$§Wen la neutralidad§W.\n;;;;;;;;;x
ADD_ORGANISATION_POPULARITY_EFFECT;§Y$IDEOLOGY$§Wganancias §G$ORGANISATION$§Wen la organización y §G$POPULARITY$§Wen popularidad§W.\n;;;;;;;;;x
ADD_PROVINCE_CRUDE_OIL_EFFECT;Ganancia §G$VALUE$§Wpetróleo crudo en§Y$PROVINCE$§W.\n;;;;;;;;;x
ADD_PROVINCE_ENERGY_EFFECT;Ganancia §G$VALUE$§Wde energía en§Y$PROVINCE$§W.\n;;;;;;;;;x
ADD_PROVINCE_METAL_EFFECT;Ganancia §G$VALUE$§Wmetal en§Y$PROVINCE$§W.\n;;;;;;;;;x
ADD_PROVINCE_MONEY_EFFECT;Ganancia §G$VALUE$§W¤§Y$PROVINCE$§W.\n;;;;;;;;;x
ADD_PROVINCE_RARE_MATERIALS_EFFECT;Ganancia §G$VALUE$§Wmateriales raros en§Y$PROVINCE$§W.\n;;;;;;;;;x
ADD_PROVINCE_SUPPLIES_EFFECT;Ganancia §G$VALUE$§Wsuministros§Y$PROVINCE$§W.\n;;;;;;;;;x
ADD_RARE_MATERIALS_EFFECT;Ganancia §G$VALUE$§Wmateriales raros§W.\n;;;;;;;;;x
ADD_RELATIVE_INCOME_EFFECT;Tesorería: $VALUE$¤;;;;;;;;;x
ADD_RULING_PARTY_ORG_EFFECT;$NAME$ ganancias§Y$VALUE$§Wde la organización.;;;;;;;;;x
ADD_RULING_PARTY_POP_EFFECT;$NAME$ ganancias§Y$VALUE$§Wpopularidad.\n;;;;;;;;;x
ADD_SUB_UNIT_EFFECT;Obtener $UNIT$ __$Y QWERTY$§W.;;;;;;;;;x
ADD_SUPPLIES_EFFECT;Ganancia §G$VALUE$§Wsuministros§W.\n;;;;;;;;;x
ADD_THREAT_EFFECT;§Y$COUNTRY$§Wganancias§R$VALUE$§Wamenaza en§Y$TARGET_COUNTRY$§W.\n;;;;;;;;;x
ADD_UNITY_EFFECT;Ganancia §G$VALUE$§Wunidad§W.\n;;;;;;;;;x
ADD_WARGOAL_DESC;Requieren $COST$ guerra puntuación a la demanda;;;;;;;;;x
ADD_WARGOAL_EFFECT;Cuando añadimos esta guerra meta, obtendremos:;;;;;;;;;x
ADD_WARGOAL_FAILURE;Si no somos capaces de lograr este objetivo de la guerra, obtendremos:;;;;;;;;;x
ADD_WARGOAL_INFAMY;Si añadimos a esta guerra meta de nuestra guerra, vamos a ganar $COST$§Yla infamia§W;;;;;;;;;x
ADD_WARGOAL_MILITANCY;Si no somos capaces de lograr este objetivo de la guerra, toda nuestra población ganará $MILITANCY$§Yla Militancia§W;;;;;;;;;x
ADD_WARGOAL_PEACE_COST;Cuesta $COST$ guerra puntuación a la demanda en un acuerdo de paz;;;;;;;;;x
ADD_WARGOAL_PRESTIGE;Si podemos lograr esto de la guerra de meta, vamos a ganar $COST$§Yprestigio§W;;;;;;;;;x
ADD_WARGOAL_SUCCESS;Si queremos conseguir este objetivo de la guerra, obtendremos:;;;;;;;;;x
ADD_WARGOAL_WARGOAL;La guerra meta:§Y$GOAL$§W;;;;;;;;;x
ADJ;Adjara;;;;;;;;;x
ADJ_ADJ;Adjaran;;;;;;;;;x
ADJ_FORT_EXTRA_ATTR;E§R+$VAL$%§Wde la hostilidad de la adyacente fuertes.;;;;;;;;;x
ADJ_communist;Partido Comunista;;;;;;;;;x
ADJ_conservative;Partido Conservador;;;;;;;;;x
ADJ_liberal;Partido Liberal;;;;;;;;;x
ADJ_populist;Partido Patriota;;;;;;;;;x
ADJ_progressive;El Partido Libertario;;;;;;;;;x
ADJ_socialist;Partido Del Trabajo;;;;;;;;;x
ADJ_traditionalist;Partido De Los Pueblos De;;;;;;;;;x
ADL;Oromia;;;;;;;;;x
ADL_ADJ;Oromo;;;;;;;;;x
ADL_MORE;& & ....;;;;;;;;;x
ADL_communist;Partido Comunista;;;;;;;;;x
ADL_conservative;Partido Conservador;;;;;;;;;x
ADL_conservative_2;Uniï¿½n Liberal;;;;;;;;;x
ADL_conservative_4;Nacionalista Vasco;;;;;;;;;x
ADL_conservative_5;Uniï¿½n Nacional;;;;;;;;;x
ADL_liberal;Partido Liberal;;;;;;;;;x
ADL_liberal_2;Republicano Federal;;;;;;;;;x
ADL_liberal_3;Republicano Unitario;;;;;;;;;x
ADL_liberal_4;Radical Republicano;;;;;;;;;x
ADL_liberal_5;Uniï¿½n Republicana;;;;;;;;;x
ADL_liberal_6;Republicano Reformista;;;;;;;;;x
ADL_populist;Partido Patriota;;;;;;;;;x
ADL_progressive;El Partido Libertario;;;;;;;;;x
ADL_socialist;Partido Del Trabajo;;;;;;;;;x
ADL_traditionalist;Partido De Los Pueblos De;;;;;;;;;x
ADMINISTRATION;Administración;;;;;;;;;x
ADMINISTRATIVE_TAX_EFFICIENCY;Administrativo de Eficiencia Fiscal:§Y$VALUE$§W%.;;;;;;;;;x
ADMIRAL;El almirante;;;;;;;;;x
ADM_DESC;El gasto en administración permite a sus burócratas para ejecutar y mantener la salud de la burocracia, el aumento de su eficiencia fiscal.;;;;;;;;;x
ADM_EFF_TECH;Ing Fep.;;;;;;;;;x
ADM_EXPLAIN_DESC;Esta necesaria porcentaje se basa en el siguiente.\n;;;;;;;;;x
ADO;Andorra;;;;;;;;;x
ADO_ADJ;Andorra;;;;;;;;;x
ADO_communist;Partido Comunista;;;;;;;;;x
ADO_conservative;Partido Conservador;;;;;;;;;x
ADO_liberal;Partido Liberal;;;;;;;;;x
ADO_populist;Partido Patriota;;;;;;;;;x
ADO_progressive;El Partido Libertario;;;;;;;;;x
ADO_socialist;Partido Del Trabajo;;;;;;;;;x
ADO_traditionalist;Partido De Los Pueblos De;;;;;;;;;x
AEH;Atjeh;;;;;;;;;x
AEH_ADJ;Atjehan;;;;;;;;;x
AEH_communist;Partido Comunista;;;;;;;;;x
AEH_conservative;Partido Conservador;;;;;;;;;x
AEH_liberal;Partido Liberal;;;;;;;;;x
AEH_populist;Partido Patriota;;;;;;;;;x
AEH_progressive;El Partido Libertario;;;;;;;;;x
AEH_socialist;Partido Del Trabajo;;;;;;;;;x
AEH_traditionalist;Partido De Los Pueblos De;;;;;;;;;x
AFG;Afganistán;;;;;;;;;x
AFG_1209;Pashtunistan;;;;;;;;;x
AFG_1214;El Oeste De Afganistán;;;;;;;;;x
AFG_1217;El Este De Afganistán;;;;;;;;;x
AFG_ADJ;Afgano;;;;;;;;;x
AFG_communist;La Facción Comunista;;;;;;;;;x
AFG_conservative;Amir Facción;;;;;;;;;x
AFG_liberal;Pashah Facción;;;;;;;;;x
AFG_liberal_2;La Facción Liberal;;;;;;;;;x
AFG_nationalist;La Alianza Del Norte;;;;;;;;;x
AFG_populist;La Facción Nacionalista;;;;;;;;;x
AFG_progressive;La Facción Radical;;;;;;;;;x
AFG_socialist;La Facción Socialista;;;;;;;;;x
AFG_traditionalist;La Facción Fascista;;;;;;;;;x
AGREE;De acuerdo;;;;;;;;;x
AGREE_RP_TR;Al menos§Y$VAL$%§Wes de la misma ideología que el partido gobernante.;;;;;;;;;x
AGRESSION_CIVIL_WAR_NAME;$ORDER$$FIRST$ de la Guerra Civil;;;;;;;;;x
AGRESSION_CIVIL_WAR_NAME_QNG_TPG;$ORDER$Rebelión de Taiping;;;;;;;;;x
AGRESSION_CUT_DOWN_TO_SIZE_WAR_NAME;$ORDER$la Guerra de $FIRST$ Agresión;;;;;;;;;x
AGRESSION_CUT_DOWN_TO_SIZE_WAR_NAME_RUS_TUR;$ORDER$Guerra de Crimea;;;;;;;;;x
AGRESSION_UNIFICATION_HUMILIATE_NAME;El $FIRST$-$SECOND$ Hermano de la Guerra;;;;;;;;;x
AGRESSION_WAR_ADD_SPHERE_NAME;$ORDER$la Guerra de $SECOND$ Subyugación;;;;;;;;;x
AGRESSION_WAR_ALL_CORES_NAME;$ORDER$la Guerra de $FIRST$ Liberación;;;;;;;;;x
AGRESSION_WAR_ALL_CORES_NAME_USA_MEX;$ORDER$Guerra méxico-Americana;;;;;;;;;x
AGRESSION_WAR_AUSTRIAN_EMPIRE_NAME;$ORDER$$FIRST$-$SECOND$ Imperial de la Guerra de la Restauración;;;;;;;;;x
AGRESSION_WAR_BRITISH_RAJ_NAME;$ORDER$$SECOND$ la Guerra del Raj Británico;;;;;;;;;x
AGRESSION_WAR_CHINA_REUNIFICATION;$ORDER$ la Guerra de la Reunificación de China;;;;;;;;;x
AGRESSION_WAR_COLONIAL_NAME;$ORDER$$FIRST$ Guerra Colonial por $STATE$;;;;;;;;;x
AGRESSION_WAR_COLONIAL_RECONQUEST_NAME;$ORDER$$FIRST$ la Guerra de Reconquista Colonial;;;;;;;;;x
AGRESSION_WAR_CONCESSION_NAME;$ORDER$ la Guerra de Los $STATE$ Concesión;;;;;;;;;x
AGRESSION_WAR_CONQUEST_NAME;$ORDER$la Guerra de $FIRST$ Agresión contra $SECOND_COUNTRY$;;;;;;;;;x
AGRESSION_WAR_DISMANTLE_NAME;$ORDER$ la Guerra de $FIRST$ Agresión;;;;;;;;;x
AGRESSION_WAR_FREE_ALLIED_CORE_NAME;$ORDER$$FIRST$ la Guerra de $COUNTRY_ADJ$ Restauración;;;;;;;;;x
AGRESSION_WAR_FREE_BALKANS_NAME;$ORDER$$FIRST$-$SECOND$ la Guerra de los Balcanes;;;;;;;;;x
AGRESSION_WAR_FREE_NAME;$ORDER$$FIRST$ la Guerra de Apuntalar $COUNTRY$;;;;;;;;;x
AGRESSION_WAR_GUNBOAT_NAME;$ORDER$$FIRST$ intervención en $SECOND_COUNTRY$;;;;;;;;;x
AGRESSION_WAR_GUNBOAT_NAME_ENG_CHI;$ORDER$Guerra del Opio;;;;;;;;;x
AGRESSION_WAR_GUNBOAT_NAME_FRA_MEX;$ORDER$Guerra de los Pasteles;;;;;;;;;x
AGRESSION_WAR_HOLY_LAND_NAME;$ORDER$$FIRST$-$SECOND$ Levantina Guerra;;;;;;;;;x
AGRESSION_WAR_HUMILIATE_NAME;$ORDER$$FIRST$ de Guerra para Humillar a $SECOND$;;;;;;;;;x
AGRESSION_WAR_INDEPENDENCE_NAME;$ORDER$$FIRST$ la Guerra de la Independencia;;;;;;;;;x
AGRESSION_WAR_LIBERATE_NAME;$ORDER$$FIRST$ la Guerra de $COUNTRY_ADJ$ Liberación;;;;;;;;;x
AGRESSION_WAR_MONROE_DOCTRINE_NAME;$ORDER$$FIRST$-$SECOND$ la Guerra de Anti-Imperialismo;;;;;;;;;x
AGRESSION_WAR_NAME;$ORDER$la Guerra de $FIRST$ Agresión;;;;;;;;;x
AGRESSION_WAR_PROTECTORATE_NAME;$ORDER$ Adquisición de $FIRST$ $SECOND_COUNTRY$;;;;;;;;;x
AGRESSION_WAR_PUPPET_NAME;$ORDER$la Guerra de $FIRST$ Control $SECOND_COUNTRY$;;;;;;;;;x
AGRESSION_WAR_PUPPET_NAME_ENG_IRE;$ORDER$Irlandés Guerra de la Independencia;;;;;;;;;x
AGRESSION_WAR_PUPPET_NAME_TUR_ROM;$ORDER$rumano Guerra de la Independencia;;;;;;;;;x
AGRESSION_WAR_RESTORE_AMERICA_NAME;$ORDER$$FIRST$-$SECOND$ la Guerra de América Restauración;;;;;;;;;x
AGRESSION_WAR_RESTORE_ORDER_NAME;$ORDER$$FIRST$ Restauración del Orden de los $SECOND$ provincias;;;;;;;;;x
AGRESSION_WAR_RESTORE_ORDER_NAME_ARG_ENT;$ORDER$ Platine Guerra;;;;;;;;;x
AGRESSION_WAR_RUDEBOI_NAME;$ORDER$$FIRST$ la Guerra de $SECOND$ Contención;;;;;;;;;x
AGRESSION_WAR_SAHEL_JIHAD_NAME;$ORDER$$FIRST$ Yihad;;;;;;;;;x
AGRESSION_WAR_SANCTIONS_NAME;$ORDER$$FIRST$ Sanciones Guerra $SECOND$;;;;;;;;;x
AGRESSION_WAR_TAKE_CORE_NAME;$ORDER$$FIRST$ Agresión por $STATE$;;;;;;;;;x
AGRESSION_WAR_TAKE_NAME;$ORDER$$FIRST$ la Guerra de $STATE$;;;;;;;;;x
AGRESSION_WAR_TAKE_SPHERE_NAME;$ORDER$$FIRST$-$SECOND$ Guerra de más de $COUNTRY$;;;;;;;;;x
AGRESSION_WAR_UNIFICATION_ANNEX_NAME;$ORDER$ $FIRST$ Liberación de $SECOND_COUNTRY$;;;;;;;;;x
AGRESSION_WAR_UNIFICATION_NAME;$ORDER$ $FIRST$ Liberación de $STATE$;;;;;;;;;x
AI;AI;;;;;;;;;x
AIREASON_ALLY;Aliado;;;;;;;;;x
AIREASON_ALLY_OF_ALLY;Aliado de Aliado;;;;;;;;;x
AIREASON_ATTACKING_ALLY;De Ataque Aliado;;;;;;;;;x
AIREASON_ATTACKING_ENEMIES;Atacar A Los Enemigos;;;;;;;;;x
AIREASON_ATTACKING_FRIENDS;Atacar A Los Amigos;;;;;;;;;x
AIREASON_BACKED_BY_ALLY;Respaldado por Aliado;;;;;;;;;x
AIREASON_BADBOY;La infamia;;;;;;;;;x
AIREASON_BASE_RELUCTANCE;Base De Reticencia;;;;;;;;;x
AIREASON_CIV_VS_UNCIV;Civilizado vs Incivilizados;;;;;;;;;x
AIREASON_COMMON_FOE;Enemigo Común;;;;;;;;;x
AIREASON_CONSTRUCTING_CB;Los Intereses Estratégicos;;;;;;;;;x
AIREASON_CRISIS_OFFER;$WARGOAL$:;;;;;;;;;x
AIREASON_CURRENT_WARS;Guerras Actuales;;;;;;;;;x
AIREASON_DESIRES_GP_ALLY;Quiere un Gran Poder aliado;;;;;;;;;x
AIREASON_DIFFERENT_GOVTYPES;Tipo De Gobierno;;;;;;;;;x
AIREASON_DIPLOMATIC_GOALS;Consideraciones Políticas;;;;;;;;;x
AIREASON_DISTANCE;Distancia;;;;;;;;;x
AIREASON_GP_RELATIONS;Opinión;;;;;;;;;x
AIREASON_HELD_CORES;Posee Núcleo Provincias;;;;;;;;;x
AIREASON_NEGATIVE_RELATIONS;Relaciones negativas (se necesitan 100);;;;;;;;;x
AIREASON_NOT_OVERLORD;No es mi Overlord;;;;;;;;;x
AIREASON_OTHER_SPHERE;Otra Esfera;;;;;;;;;x
AIREASON_OTHER_SPHERE_LEADER;Otra Esfera De Líder;;;;;;;;;x
AIREASON_OUR_CASUS_BELLI;Nuestro Casus Belli;;;;;;;;;x
AIREASON_OUR_SPHERE;Nuestra Esfera;;;;;;;;;x
AIREASON_OVERLORD;Overlord;;;;;;;;;x
AIREASON_RELATIONS;Las relaciones;;;;;;;;;x
AIREASON_RELATIVE_ARMY_STRENGTH;Fuerza Del Ejército;;;;;;;;;x
AIREASON_RELATIVE_NAVY_STRENGTH;La Armada De La Fuerza;;;;;;;;;x
AIREASON_STRATEGIC_INTERESTS;Los Intereses Estratégicos;;;;;;;;;x
AIREASON_THREATS;Amenazas;;;;;;;;;x
AIREASON_TOO_EARLY_IN_CRISIS;Temprano en Crisis;;;;;;;;;x
AIREASON_TOO_MANY_ALLIANCES;Demasiadas Alianzas;;;;;;;;;x
AIREASON_TOO_MANY_CRISIS_WARGOALS;Añadido Wargoals;;;;;;;;;x
AIREASON_TOO_MANY_GP_ALLIES;Demasiadas Gran Poder de los aliados;;;;;;;;;x
AIREASON_WAR_WITH_SPHERE_LEADER;La guerra con la Esfera Líder;;;;;;;;;x
AIREASON_YOUR_CASUS_BELLI;Su Casus Belli;;;;;;;;;x
AIRWINGS;Unidades De Aire;;;;;;;;;x
AI_DIPLOMATIC_VALUE;Diplomática Valor;;;;;;;;;x
AI_DIPLO_NO;No van a aceptar;;;;;;;;;x
AI_DIPLO_YES;Van a aceptar;;;;;;;;;x
AI_EVENT;ai evento;;;;;;;;;x
AI_FEARS_OTHER_DESC1_LONG;Un artículo reciente de un $TAG_0_0_ADJ$ periódico asustado de su nación! Un análisis detallado de sus frías relaciones con $TAG_0_1$ y una comparación de su pariente militar fortalezas llevó al editor a la conclusión de que ambos países podrían pronto se encuentran en un estado de guerra, y cuando llegue ese día, $TAG_0_0$'s propia existencia podría verse amenazada. La elite y de los plebeyos por igual, los ciudadanos de $TAG_0_0$ la demanda de su gobierno de buscar alianzas para disminuir la inevitable amenaza la $TAG_0_1_ADJ$ pose.;;;;;;;;;x
AI_FEARS_OTHER_DESC1_MEDIUM;Un artículo reciente de un $TAG_0_0_ADJ$ periódico asustado de su nación! Un análisis detallado de sus frías relaciones con $TAG_0_1$ llevó al editor a la conclusión de que, en ausencia de nuevas garantías, ambos países podrían pronto se encuentran en estado de guerra.;;;;;;;;;x
AI_FEARS_OTHER_DESC1_SHORT;Un artículo reciente de un $TAG_0_0_ADJ$ periódico asustado de su nación! El análisis de sus frías relaciones con $TAG_0_1$ llevó a la conclusión de que la guerra podría ser inevitable.;;;;;;;;;x
AI_FEARS_OTHER_DESC2_LONG;Según los informes de los círculos internos de los $TAG_0_0_ADJ$ gobierno, la alta prevalencia en el estado de ánimo de todos los altos funcionarios es de un profundo temor y el miedo. Muchos predicen que las rivalidades entre $TAG_0_1$ y les provocará un conflicto internacional, uno de los cuales $TAG_0_0$ bien podría perder. Por lo tanto, se rumorea que están considerando la posibilidad de que la guerra podría llegar a la puerta de su casa, y se están haciendo los preparativos concretos caso de que esto suceda. El miedo parece que también se extiende a la población, que espera lo peor: Una cruel derrota.;;;;;;;;;x
AI_FEARS_OTHER_DESC2_MEDIUM;El estado de ánimo de $TAG_0_0_ADJ$ los funcionarios es uno de los temibles aprensión cuando se trata de las acciones de $TAG_0_1$. Ser vigilantes de sus acciones, muchos temen que una eventual guerra entre ambos países, el resultado será una cruel derrota a $TAG_0_0$.;;;;;;;;;x
AI_FEARS_OTHER_DESC2_SHORT;A través de los informes de la prensa local, parece que el $TAG_0_0_ADJ$ de la población y el gobierno, que sufren de un miedo generalizado de $TAG_0_1$'s poder militar. Más información en la página 4.;;;;;;;;;x
AI_FEARS_OTHER_TITLE1;Los temores de $TAG_0_0$;;;;;;;;;x
AI_FEARS_OTHER_TITLE2;El $TAG_0_0_ADJ$ miedo;;;;;;;;;x
AI_FEARS_US_DESC1_LONG;Los informes de los rumores que están saliendo de nuestro corresponsal en $TAG_0_0$. Una fuente no identificada informa de que una serie de reuniones en las que participaron los principales oficiales del ejército que han tenido lugar en la capital en los últimos meses. El tema central de estos encuentros consiste en un posible escenario ficticio donde la guerra está declarada y nuestro ejército invade. Medidas de contra-ataque y, si es necesario, incluso en la guerra de guerrillas métodos fueron discutidos. Al parecer, el comando superior de la $TAG_0_0_ADJ$ ejército se prepara para lo peor. Parece que estamos temido por ellos!;;;;;;;;;x
AI_FEARS_US_DESC1_MEDIUM;Una fuente no identificada en $TAG_0_0$ informes de que el gobierno se prepara para lo peor. Un escenario ficticio, que implican una declaración de guerra por parte de nuestro país en contra de ellos es que se considere posible, y la parte superior de oficiales militares considerar nuestro poderío militar aterrador!;;;;;;;;;x
AI_FEARS_US_DESC1_SHORT;Los informes son que proviene de una fuente desconocida en $TAG_0_0$ de una serie de militares reuniones en su capital. Parece que consideren una invasión por parte de nuestras tropas una posibilidad seria! ;;;;;;;;;x
